当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20200919.htm	,http://op1.win007.com/oddslist/1922888.htm	,2020.09.20	,美职业	,亚特兰大联	,国际迈阿密	,2.37	,3.17	,2.52	,2.43	,3.17	,2.47	,平手	,0.93	,0.95	,受让平手/半球	,1.07	,0.83	,0	,0	
http://bf.win007.com/football/Over_20200916.htm	,http://op1.win007.com/oddslist/1831363.htm	,2020.09.16	,韩K联	,釜山偶像	,江原FC	,2.40	,3.30	,2.43	,2.43	,3.30	,2.38	,平手	,0.93	,0.95	,平手	,1.07	,0.83	,0	,0	
http://bf.win007.com/football/Over_20200916.htm	,http://op1.win007.com/oddslist/1914571.htm	,2020.09.17	,欧冠杯	,米迪兰特	,年青人	,2.42	,3.10	,2.52	,2.55	,3.20	,2.33	,平手	,1.00	,0.82	,受让平手/半球	,0.85	,1.03	,3	,3	
http://bf.win007.com/football/Over_20200916.htm	,http://op1.win007.com/oddslist/1896901.htm	,2020.09.17	,美职业	,圣何塞地震	,波特兰伐木者	,2.18	,3.65	,2.49	,2.26	,3.65	,2.40	,平手	,0.86	,1.02	,平手	,1.01	,0.88	,1	,0	
http://bf.win007.com/football/Over_20200915.htm	,http://op1.win007.com/oddslist/1914572.htm	,2020.09.16	,欧冠杯	,基辅迪纳摩	,艾克马亚	,2.18	,3.10	,2.85	,2.50	,3.18	,2.38	,平手/半球	,1.04	,0.78	,受让平手/半球	,0.81	,1.07	,3	,3	
http://bf.win007.com/football/Over_20200913.htm	,http://op1.win007.com/oddslist/1873094.htm	,2020.09.13	,日职乙	,冈山绿雉	,甲府风林	,2.40	,3.12	,2.52	,2.45	,3.12	,2.47	,平手	,0.79	,1.03	,平手	,0.84	,1.06	,1	,1	
http://bf.win007.com/football/Over_20200913.htm	,http://op1.win007.com/oddslist/1873092.htm	,2020.09.13	,日职乙	,北九州向日葵	,新泻天鹅	,2.32	,3.34	,2.48	,2.38	,3.34	,2.42	,平手	,0.79	,1.03	,受让平手/半球	,0.84	,1.06	,3	,3	
http://bf.win007.com/football/Over_20200912.htm	,http://op1.win007.com/oddslist/1858669.htm	,2020.09.13	,巴西甲	,桑托斯	,圣保罗	,2.32	,3.00	,2.70	,2.95	,3.00	,2.17	,平手/半球	,1.00	,0.82	,受让平手/半球	,0.92	,0.97	,1	,0	
http://bf.win007.com/football/Over_20200909.htm	,http://op1.win007.com/oddslist/1876482.htm	,2020.09.10	,瑞典超	,赫尔辛堡	,卡尔马	,2.44	,3.12	,2.48	,2.46	,3.08	,2.48	,平手	,0.80	,1.02	,平手/半球	,1.14	,0.77	,1	,3	
http://bf.win007.com/football/Over_20200907.htm	,http://op1.win007.com/oddslist/1858500.htm	,2020.09.07	,欧国联	,哈萨克斯坦	,白俄罗斯	,2.55	,2.75	,2.65	,2.90	,2.75	,2.35	,平手	,1.01	,0.75	,平手	,1.13	,0.78	,0	,0	
http://bf.win007.com/football/Over_20200907.htm	,http://op1.win007.com/oddslist/1858376.htm	,2020.09.08	,欧国联	,波黑	,波兰	,2.40	,3.00	,2.60	,2.55	,3.00	,2.45	,平手	,0.97	,0.85	,受让平手/半球	,1.04	,0.86	,0	,3	
http://bf.win007.com/football/Over_20200905.htm	,http://op1.win007.com/oddslist/1872435.htm	,2020.09.05	,日职联	,名古屋鲸八	,鹿岛鹿角	,2.30	,3.45	,2.44	,2.35	,3.45	,2.39	,平手/半球	,1.08	,0.80	,平手	,0.99	,0.90	,0	,0	
http://bf.win007.com/football/Over_20200903.htm	,http://op1.win007.com/oddslist/1896864.htm	,2020.09.03	,美职业	,波特兰伐木者	,洛杉矶银河	,1.91	,3.73	,2.92	,2.40	,3.65	,2.26	,半球	,1.01	,0.87	,受让平手/半球	,0.83	,1.07	,0	,0	
http://bf.win007.com/football/Over_20200903.htm	,http://op1.win007.com/oddslist/1858487.htm	,2020.09.04	,欧国联	,斯洛文尼亚	,希腊	,2.50	,2.85	,2.62	,2.52	,2.80	,2.63	,平手/半球	,0.84	,0.98	,受让平手/半球	,0.78	,1.13	,1	,1	
http://bf.win007.com/football/Over_20200902.htm	,http://op1.win007.com/oddslist/1908523.htm	,2020.09.02	,日联杯	,FC东京	,名古屋鲸八	,2.33	,3.30	,2.49	,2.38	,3.15	,2.53	,平手/半球	,1.06	,0.82	,平手	,0.84	,1.06	,3	,3	
http://bf.win007.com/football/Over_20200902.htm	,http://op1.win007.com/oddslist/1896861.htm	,2020.09.03	,美职业	,纳什威尔	,奥兰多城	,2.42	,3.20	,2.45	,2.47	,3.20	,2.40	,平手	,1.07	,0.81	,平手	,0.93	,0.96	,1	,0	
